nombre,precio,ubicacion,enlace,habitaciones,baños,metros_cuadrados
"Rento Apartamento  Zona 14, Amueblado!","$ 1,800 $","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/rento-apartamento-zona-14-amueblado-daa42121/,Dormitorios: 3,Baños: 2.5,No especificado
Apartamento en Renta – Tiffany Cañada,"$ 1,800 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-tiffany-canada-daa42104/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 135 m2
ALQUILER DE APARTAMENTO EN ZONA 14 SANTORINI...,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-en-zona-14-santorini-americas-daa42091/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 92 m2
ZONA 14 AMERICAS/EXCLUSIVOAPARTAMENTO EN REN...,"$ 2,850","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/zona-14-americasexclusivoapartamento-en-renta-daa42057/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 170 m2
Renta en Tiffany 5ta Avenida,"$ 1,900 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-en-tiffany-5ta-avenida-daa42031/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 125 m2
"Rento Apartamento  Zona 14, Amueblado!","$ 1,800 $","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/rento-apartamento-zona-14-amueblado-daa42121/,Dormitorios: 3,Baños: 2.5,No especificado
Apartamento en Renta – Tiffany Cañada,"$ 1,800 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-tiffany-canada-daa42104/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 135 m2
ALQUILER DE APARTAMENTO EN ZONA 14 SANTORINI...,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-en-zona-14-santorini-americas-daa42091/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 92 m2
ZONA 14 AMERICAS/EXCLUSIVOAPARTAMENTO EN REN...,"$ 2,850","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/zona-14-americasexclusivoapartamento-en-renta-daa42057/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 170 m2
Renta en Tiffany 5ta Avenida,"$ 1,900 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-en-tiffany-5ta-avenida-daa42031/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 125 m2
Renta de Apartamento Attica 2 zona 14,"$ 1,200 Dólares","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-de-apartamento-zona-14-DAA42023/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Alquiler de Apartamento zona 14,"$ 1,200 Dólares","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-zona-14-DAA42022/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento de dos habitaciones amueblado en...,"$ 1,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-dos-habitaciones-amueblado-en-z10-CAA12995/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 116 m2
"Rento Apartamento  Zona 14, Amueblado!","$ 1,800","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/rento-apartamento-zona-14-amueblado-DAA41998/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 198 m2
"APARTAMENTO AMUEBLADO EN RENTA, ZONA 14","$ 2,500 Más IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-zona-14-DAA41742/,Dormitorios: 2,Baños: 2.5,No especificado
"Apartamento en alquiler, de 2 niveles, Edifi...","$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-de-2-niveles-edificio-villa-risho-zona-14-caa12787/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 199 m2
ALQUILER DE APARTAMENTO ZONA 14 ATTICA II,"$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-attica-zona-14-daa41626/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
Apartamento en Renta zona 14,"$ 1,250 + mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa41625/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
Apartamento en Renta en Zona 14,"$ 1,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-en-zona-14-daa41604/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 107 m2
Apartamento en Renta en Attica z14,"$ 1,626","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-en-attica-z14-daa41582/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
RENTA DE APARTAMENTO EN ZONA 14 ATTICA,"$ 1,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-de-apartamento-en-zona-14-attica-daa41541/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
Apartamento zona 14 de 2 habitaciones amuebl...,"$ 1,946","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-zona-14-de-2-habitaciones-amueblado-daa41518/,Dormitorios: 2,Baños: 1,Tamaño de la propiedad: 228 m2
Apto Polanco zona 14 2 hab,"$ 1,100 mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apto-polanco-zona-14-2-hab-daa41490/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 96 m2
Apartamento en Alquiler Edificio Quinta Aven...,"$ 1,950 Amueblado","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-quinta-avenida-zona-14-codigo-8129822-daa41464/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 228 m2
Apartamento en Alquiler / Venta Edificio Cas...,"$ 1,500 Amueblado","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-venta-edificio-casa-rialto-zona-14-codigo-7013341-daa41461/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 86 m2
"Apartamento en Renta, Zona 14","$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-DAA41420/,Dormitorios: 3,Baños: 3,No especificado
Apartamento en Alquiler Edificio Vila Catorc...,$ 700 Para estrenar,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-vila-catorce-zona-14-codigo-8141483-daa41381/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 36 m2
Apartamento en renta para estrenar en zona 1...,"$ 1,100","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-para-estrenar-en-zona-13-daa41320/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 105 m2
"APTO. ELEGANTE, 2 NIVELES –  2 HAB. / VILLA ...","$ 2,200 MÁS IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apto-elegante-2-niveles-2-hab-villa-risho-z-14-daa41314/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 200 m2
Apartamento en alquiler zona 14 LA Villa,$ 950,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-la-villa-daa41273/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 87 m2
ALQUILER APARTAMENTO VILLA RISHO,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-apartamento-villa-risho-daa41164/,Dormitorios: 2,Baños: 2.5,Tamaño del lote del Inmueble: 10 m2
Apartamento en renta Edificio Villa Mayor zo...,"$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-edificio-villa-mayor-zona-14-daa41189/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 92 m2
Alquilo Apartamento Zona 14 con 2 dormitorio...,"$ 2,000 mantenimiento incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-con-2-dormitorios-y-cuarto-de-servicio-DAA41167/,Dormitorios: 2,Baños: 2.5,Tamaño del lote del Inmueble: 146 m2
Alquilo apartamento  z 14 tres habitaciones,"$ 1,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-z-14-tres-habitaciones-CAA12746/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 10 m2
Apartamento de 3 Habitaciones en Renta en EC...,"$ 795,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-en-renta-en-echo-zona-14-daa41031/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 225 m2
Apartamento Amplio de 3 Habitaciones en Rent...,"$ 4,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-en-renta-en-echo-zona-14-DAA41032/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 225 m2
Apartamento en Alquiler Edificio Quinta Aven...,"$ 1,950","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-quinta-avenida-zona-14-n4-en-directo-3-daa40988/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 228 m2
Apartamento en alquiler zona 14 Echo de 3 do...,"$ 4,998","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-echo-de-3-dormitorios-daa40659/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 305 m2
Apartamento en alquiler Echo zona 14 de 2 do...,"$ 2,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-edifico-echo-daa40538/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 146 m2
CityMax Diamond Real Estate Renta Apto. Amue...,"$ 1,050 Equipado/Amueblado Z.14","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/citymax-diamond-real-estate-renta-apto-amueblado-equipado-en-zona-14-santorini-DAA40281/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 100 m2
Zona 14 Alquilo Apartamento Amueblado,"$ 1,950 1950","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/zona-14-alquilo-apartamento-amueblado-DAA40104/,Dormitorios: 2,Baños: 3,Tamaño de la propiedad: 228 m2
APARTAMENTO EN RENTA Z.14,"$ 1,400 Mantenimiento incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-z-14-daa40088/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 125 m2
"Apartamento amueblado en Casa Cañada, Zona 1...","$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-casa-canada-zona-14-daa39608/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 143 m2
"Penthouse con terraza en Avita, zona 14","$ 7,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/penthouse-con-terraza-en-avita-zona-14-daa39478/,Dormitorios: 4,Baños: 4.5,Tamaño de la propiedad: 614 m2
Apartamento en renta y venta zona 14,"$ 2,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-y-venta-zona-14-daa39465/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 272 m2
Apartamento amueblado en renta sector La Vil...,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-sector-la-villa-zona-14-daa39215/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 101 m2
Apartamento zona 14 -la Villa / PDP,"$ 1,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-zona-14-la-villa-pdp-caa11924/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 183 m2
Apartamento en renta zona 14 Tadeus,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-tadeus-caa11906/,Dormitorios: 2,Baños: 3.5,Tamaño del lote del Inmueble: 320 m2
APARTAMENTO EN RENTA Z14 – PARA ESTRENAR!!,"$ 1,600 mantenimiento incluído","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/reserva-5ta-avenida-apartamento-en-renta-para-estrenar-DAA38915/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en renta Attica zona 14,"$ 1,620","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-en-zona-14-daa38877/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 139 m2
Alquilo apartamento  tres habitaciones  nive...,"$ 1,400","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-tres-habitaciones-nivel-bajo-z-14-DAA38807/,Dormitorios: 3,Baños: 2.5,Tamaño del lote del Inmueble: 10 m2
Apartamento Renta en zona 14 Condado la Vill...,$ 950 Incluye Mantenimiento,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-en-zona-14-condado-la-villa-caa11869/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en renta zona 14,$ 950 Incluye mantenimiento,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-caa11840/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en Renta zona 14,"$ 1,500 Incluye mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-caa11839/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en Renta zona 14,$ 950 Incluye Mantenimiento,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-caa11838/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en Renta zona 14,"$ 1,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa38681/,Dormitorios: 3,Baños: 2.5,Tamaño del lote del Inmueble: 10 m2
APARTAMENTO AMUEBLADO EN ALQUILER ZONA 14,$ 850,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amuenlado-en-alquiler-zona-14-DAA38614/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 65 m2
Rento Apartamento en Edificio Plenum Catorce...,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/rento-apartamento-en-edificio-plenum-catorce-5ta-avenida-zona-14-daa38530/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 98 m2
ALQUILER DE APARTAMENTO TIPO LOF EN ZONA 14 ...,$ 850,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-tipo-lof-en-zona-14-edificio-torreon-daa38492/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 100 m2
ZONA 14. Apartamento amplio en renta en edif...,"$ 3,200 más IVA y mantenimiento.","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/zona-14-apartamento-amplio-en-renta-en-edificio-tadeus-daa38462/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 405 m2
Alquilo apartamento  tres habitaciones  zona...,"$ 1,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-tres-habitaciones-zona-14-DAA38330/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
"Apartamento en Edificio Piemonte, zona 14","$ 1,400","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-edificio-piemonte-zona-14-daa38190/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 141 m2
"RENTA DE AMPLIO APARTAMENTO, ZONA 14, SECTOR...","$ 1,250 SECTOR LA NORIA Z.14","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-amplio-apartamento-en-zona-14-sector-la-noria-daa37987/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
BENEVENTO APTO EN RENTA ZONA 14,$ 900 Incluye mantenimiento,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/en-alquiler-apartamento-amoblado-en-zona-14-edificio-benevento-daa37815/,Dormitorios: 1,Baños: 2,Tamaño del lote del Inmueble: 144 m2
Las Conchas Apartamento en Alquiler ZONA 14,$ 895,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-con-balcon-en-zona-14-daa37723/,Dormitorios: 1,Baños: 1,Tamaño del lote del Inmueble: 90 m2
Apartamento amueblado en zona 14 la villa,"$ 1,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-zona-14-la-villa-daa37563/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 80 m2
Apartamento en renta Edificio Tadeus zona 14,"$ 4,285","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-edificio-tadeus-zona-14-daa37543/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
Alquilo Apartamento Zona 14 Edificio Tadeus ...,"$ 2,974 incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-edificio-tadeus-2-dormitorios-daa37469/,Dormitorios: 2,Baños: 2.5,Tamaño del lote del Inmueble: 290 m2
Apartamento en renta zona 14 -Áttica,"$ 1,250 nuevo en lista!","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-attica-DAA37441/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
VENTA DE APARTAMENTO MODERNO EN EL CORAZON D...,"$ 1,550 APTO SECTOR LAS AMERICAS","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-venta-de-apartamento-moderno-en-el-corazon-de-z-14-sector-las-americas-daa41025/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 95 m2
Alquiler de Apartamento Amueblado en Zona 14,$ 895,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-con-balcon-en-zona-14-DAA37319/,Dormitorios: 1,Baños: 1,Tamaño del lote del Inmueble: 90 m2
Apartamento de 3 habitaciones amueblado en z...,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-amueblado-en-z14-caa11363/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento en renta TADEUS Zona 14 (D),"$ 2,400 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-tadeus-zona-14-d-daa36705/,Dormitorios: 1,Baños: 2,Tamaño del lote del Inmueble: 10 m2
"Apartamento en Santa Mónica, zona 14","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-santa-monica-zona-14-daa36623/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 208 m2
Apartamento en renta ATTICA II,"$ 1,680 Iva y mto incluidos","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-attica-ii-daa36543/,Dormitorios: 2,Baños: 3.5,Tamaño de la propiedad: 193 m2
APARTAMENTO EN VENTA EN ZONA 14,"$ 160,260 160260","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-venta-en-zona-14-daa36025/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 81 m2
APARTAMENTO EN RENTA ZONA 14 UNA HABITACIÓN,$ 641 641,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-una-habitacion-daa36024/,Dormitorios: 2,No especificado,Tamaño del lote del Inmueble: 119 m2
"Alquilo apartamento en zona 14, Edificio Ben...",$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/en-renta-apartamento-en-zona-14-amueblado-daa35920/,Dormitorios: 1,Baños: 2,Tamaño del lote del Inmueble: 144 m2
Amueblado 2 habitaciones zona 14,"$ 1,100 mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/amueblado-2-habitaciones-zona-14-daa35743/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 90 m2
Apartamento en Renta zona 14,"$ 1,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa35601/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 200 m2
RENTA APARTAMENTO AMUEBLADO ZONA 14,"$ 2,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-apartamento-amueblado-zona-14-daa35379/,Dormitorios: 4,Baños: 3,Tamaño de la propiedad: 200 m2
Apartamento de 3 habitaciones en alquiler zo...,"$ 2,900 Incluye mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-en-alquiler-zona-14-daa35061/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 347 m2
Apartamento en renta Noguchi Américas zona 1...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-noguchi-americas-zona-14-caa10544/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 384 m2
Apartamento en alquiler zona 14 de 3 dormito...,"$ 3,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-de-3-dormitorios-de-375mts2-daa34911/,Dormitorios: 3,Baños: 4,Tamaño de la propiedad: 417 m2
Apartamento en alquiler zona 14 de lujo de 3...,"$ 3,250 Mas IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-sekkei-DAA34861/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 250 m2
ALQUILER DE APARTAMENTO ZONA 14  AMUEBLADO,"$ 2,350","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-zona-14-amueblado-daa33803/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 240 m2
Apartamento en alquiler zona 14 de 691mts2,"$ 4,675","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-de-apartamento-en-zona-14-gaudi-daa33670/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 591 m2
Apartamento en z14 amueblado una habitacion,$ 850 Excelente oportunidad,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-z14-amueblado-una-habitacion-CAA10005/,Dormitorios: 1,Baños: 1,Tamaño del lote del Inmueble: 10 m2
Apartamento en Alquiler Edificio Vila Catorc...,$ 950,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-vila-catorce-zona-14-n1-en-directo-02-daa32336/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 66 m2
Alquilo apartamento zona 14 Villa Mayor,"$ 1,800","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-villa-mayor-daa33429/,Dormitorios: 3,Baños: 4,Tamaño de la propiedad: 229 m2
Apartamento amueblado el sector de Europlaza...,$ 800 Amueblado,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-el-sector-de-europlaza-zona-14-de-2-hab-agt704-daa33390/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 90 m2
"APARTAMENTO RENTA, ZONA 14 edificio Sekkei","$ 3,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-zona-14-daa33150/,Dormitorios: 3,Baños: 3.5,Tamaño del lote del Inmueble: 325 m2
ALQUILER DE APARTAMENTO EN ZONA 14 DE 2 DORM...,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-de-apartamento-en-zona-14-de-2-dormitorios-y-dormitorio-de-servicio-daa29717/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 257 m2
Apartamento en alquiler edificio Terazu zona...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-terazu-zona-14-caa9077/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 329 m2
Alquilo Zona 14 Apartamento Amueblado en ult...,"$ 2,800 mantenimiento incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-zona-14-apartamento-amueblado-en-ultimo-nivel-DAA29397/,Dormitorios: 3,Baños: 4.5,Tamaño del lote del Inmueble: 230 m2
Apartamento en Condado La Villa La Villa cer...,"$ 5,800 QUETZALES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-condado-la-villa-la-villa-cerca-del-club-la-villa-y-delfines-esports-zona-14-de-2-habitaciones-agt1958-daa29365/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 85 m2
"Apartamento en Segheria Amplio, en La Villa,...","$ 1,300 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-amplio-en-la-villa-con-vista-desde-nivel-alto-zona-14-de-3-habitaciones-agt1959-daa29364/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 140 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-de-la-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27778/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-de-la-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27579/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 135 m2
Apartamento en Segheria Apartamentos la Vill...,"$ 1,100 DOLARES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-segheria-apartamentos-la-villa-al-final-14-avenida-zona-14-de-3-habitaciones-agt1899-daa27506/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
APARTAMENTO RENTA TIFFANY ZONA 14,"$ 1,600 Mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-tiffany-zona-14-DAA27404/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 136 m2
APARTAMENTO RENTA TIFFANY ZONA 14,"$ 1,600 Mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-renta-tiffany-zona-14-DAA27404/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 136 m2
Apartamento en Garces De La Villa  La villa ...,$ 805 DOLARES,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-garces-de-la-villa-la-villa-zona-14-de-3-habitaciones-agt1888-daa27317/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 89 m2
