nombre,precio,ubicacion,enlace,habitaciones,baños,metros_cuadrados
APARTAMENTO AVENIDA LAS AMERICAS ZONA 14 DE ...,$ 875,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-avenida-las-americas-zona-14-de-1-hab-agt1850-daa43152/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 100 m2
MARQUÉS ZONA 14 APTO AMUEBLADO RENTA,"$ 1,700 USD","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/marques-zona-14-apto-amueblado-renta-daa43140/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 125 m2
"ALQUILO APARTAMENTO ZONA 14 LA VILLA, EDIFIC...",$ 990,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-la-villa-edificio-be14-nivel-4-daa43133/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 88 m2
Apartamento amueblado en renta zona 14 la Vi...,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-zona-14-la-villa-benevento-daa43123/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 144 m2
Apartamento en renta zona 14 / Reserva 14,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-reserva-14-daa43102/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 125 m2
Apartamento en renta zona 14 / Real de las A...,$ 875,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-real-de-las-americas-daa43100/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 97 m2
Moderno y elegante apartamento en zona 14,"$ 1,900 Mantenimiento incluído","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/moderno-y-elegante-apartamento-en-zona-14-daa43095/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 117 m2
Apartamento amueblado en zona 14,"$ 2,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-zona-14-daa43092/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 248 m2
Alquiler o Venta Edificio antiguo zona 14,$ 975 .,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-o-venta-edificio-antiguo-zona-14-daa43078/,Dormitorios: 2,Baños: 2,Tamaño del lote del Inmueble: 10 m2
Apartamento amueblado en renta en zona 14,"$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-daa43064/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 96 m2
Se Alquila Apto. Amueblado Marques del Valle...,"$ 1,700","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/se-alquila-apto-amueblado-marques-del-valle-zona-14-daa43055/,Dormitorios: 2,Baños: 2.5,No especificado
"Apartamento en Alquiler Zona 14, 3 Habitacio...","$ 5,600 dls","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-3-habitaciones-daa43053/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 304 m2
"Apartamento en Alquiler Zona 14, 3 Habitacio...","$ 1,950 dls","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-3-habitaciones-daa43051/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 125 m2
"Apartamento en Alquiler Zona 14, 3 Habitacio...","$ 1,635 dls","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-3-habitaciones-daa43050/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
Apartamento en Alquiler Edificio Vila Catorc...,$ 770,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-vila-catorce-zona-14-n1-en-directo-01-DAA32335/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 55 m2
Apartamento en Alquiler Edificio Vila Catorc...,$ 700,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-vila-catorce-zona-14-n7-en-directo-h-daa43043/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 36 m2
"Apartamento en Renta, Zona 14",$ 925,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa43028/,Dormitorios: 2,Baños: 2,No especificado
"Apartamento en Renta, Zona 14","$ 3,700","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa43027/,Dormitorios: 3,Baños: 5,No especificado
"Apartamento en Alquiler Edificio Attica II, ...","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-attica-ii-zona-14-n7-en-directo-02-daa35862/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 193 m2
Apartamento en Renta Zona 14 codigo.CA34555,$ 950,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-codigoca34555-caa13316/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 64 m2
EDIFICIO VIVALDI AMUEBLADO,"$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/edificio-vivaldi-amueblado-caa13305/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 106 m2
"Apartamento en Alquiler  Edificio Attica II,...","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-attica-ii-zona-14-daa42995/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 193 m2
Apartamento en Alquiler Vistana Zona 14,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-vistana-zona-14-daa42993/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 169 m2
Apartamento en Alquiler en Santa Inés del Pa...,"$ 2,200 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-en-santa-ines-del-parque-daa42992/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 151 m2
APARTAMENTO AMUEBLADO ZONA 14 EDIFICIO ELGIN,$ 850,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-zona-14-edificio-elgin-daa42801/,Dormitorios: 2,Baños: 1,Tamaño de la propiedad: 85 m2
APARTAMENTO EN ALQUILER AMUEBLADO EN ZONA 14,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-en-zona-14-caa13289/,Dormitorios: 1,Baños: 1,No especificado
Apartamento en renta zona 14 / Real de las A...,$ 875,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-real-de-las-americas-daa42937/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 97 m2
Apartamento en renta zona 14 / Attica II,"$ 1,475","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-attica-ii-daa42926/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
APARTAMENTO DE LUJO EN RENTA ZONA 14 DE LADO...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-lujo-en-renta-zona-14-de-lado-de-las-americas-daa42919/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
APARTAMENTO EN LA VILLA A MINS DEL OBELISCO ...,$ 776,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-la-villa-a-mins-del-obelisco-zona-14-de-1-hab-agt2024-daa42887/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 36 m2
"Apartamento en Alquiler  Edificio Attica II,...","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-attica-ii-zona-14-daa42995/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 193 m2
Apartamento en Alquiler Vistana Zona 14,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-vistana-zona-14-daa42993/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 169 m2
Apartamento en Alquiler en Santa Inés del Pa...,"$ 2,200 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-en-santa-ines-del-parque-daa42992/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 151 m2
APARTAMENTO AMUEBLADO ZONA 14 EDIFICIO ELGIN,$ 850,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-zona-14-edificio-elgin-daa42801/,Dormitorios: 2,Baños: 1,Tamaño de la propiedad: 85 m2
APARTAMENTO EN ALQUILER AMUEBLADO EN ZONA 14,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-en-zona-14-caa13289/,Dormitorios: 1,Baños: 1,No especificado
Apartamento en renta zona 14 / Real de las A...,$ 875,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-real-de-las-americas-daa42937/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 97 m2
Apartamento en renta zona 14 / Attica II,"$ 1,475","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-attica-ii-daa42926/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
APARTAMENTO DE LUJO EN RENTA ZONA 14 DE LADO...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-lujo-en-renta-zona-14-de-lado-de-las-americas-daa42919/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
APARTAMENTO EN LA VILLA A MINS DEL OBELISCO ...,$ 776,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-la-villa-a-mins-del-obelisco-zona-14-de-1-hab-agt2024-daa42887/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 36 m2
Se Renta Apartamento en Vivaldi Zona 14,"$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/se-renta-apartamento-en-vivaldi-zona-14-daa42807/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 106 m2
Apartamento de 1 Habitación en Renta en Be14...,$ 760,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-1-habitacion-en-renta-en-be14-zona-14-daa42791/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 41 m2
Townhouse en renta zona 14 La Cañada,"$ 5,000 Mas iva mas mto","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/townhouse-en-renta-zona-14-la-canada-caa13245/,Dormitorios: 4,Baños: 4.5,Tamaño de la propiedad: 350 m2
Apartamento en Renta Zona 14 codigo.DA34512,$ 625 IVA INCLUIDO,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-codigoda34512-daa42774/,Dormitorios: 1,Baños: 1,No especificado
Apartamento en Renta Zona 14 codigo.DA34512,$ 625 IVA INCLUIDO,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-codigoda34512-daa42774/,Dormitorios: 1,Baños: 1,No especificado
Rento Apartamento amueblado en zona 14 Ref-L...,"$ 1,600","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/rento-apartamento-amueblado-en-zona-14-ref-l4518-caa13229/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 125 m2
Lindo Apartamento en Renta en Zona 14,"$ 1,591 $","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/lindo-apartamento-en-renta-en-zona-14-daa42751/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 139 m2
"Apartamento en Renta, Zona 14","$ 1,650","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa42736/,Dormitorios: 3,Baños: 2,No especificado
Alquilo apartamento Zona 14 Piemonte con dor...,"$ 1,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-zona-14-piemonte-con-dormitorio-de-servicio-daa42723/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 150 m2
Apartamento de 4 Habitaciones en Renta en Pa...,"$ 2,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-4-habitaciones-en-renta-en-pacifica-plaza-zona-14-daa42698/,Dormitorios: 4,Baños: 3,Tamaño de la propiedad: 244 m2
Apartamento Amueblado en Renta en zona 14 Se...,"$ 1,400","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-en-zona-14-sector-la-villa-daa42676/,Dormitorios: 3,Baños: 2,No especificado
Apartamento en Alquiler 2 niveles en Avita z...,"$ 7,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-2-niveles-en-avita-zona-14-daa42674/,Dormitorios: 4,Baños: 4,Tamaño de la propiedad: 809 m2
Apartamento amueblado en zona 14 código 2196,"$ 1,900 Inlcuye mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-zona-14-codigo-2196-daa42665/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 162 m2
Apartamento en renta zona 14 / Reserva 14,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-reserva-14-daa42660/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 125 m2
Apartamento en renta zona 14-amplio y exclus...,"$ 3,200 exclusivo!","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-amplio-y-exclusivo-daa42641/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
"Renta de apartamento en zona 14, 1 habitació...","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/renta-de-apartamento-en-zona-14-1-habitacion-daa42638/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 96 m2
Apartamento en renta zona 14 por la Villa,"$ 1,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-por-la-villa-caa13210/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
"📍*Apartamento en Renta Be14, Zona 14*","$ 6,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-be14-zona-14-daa42631/,Dormitorios: 3,Baños: 2,Tamaño del lote del Inmueble: 10 m2
"Pacifica Plaza, Zona 14 / 4 Dormitorios","$ 2,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/pacifica-plaza-zona-14-4-dormitorios-caa13200/,Dormitorios: 4,Baños: 2.5,Tamaño de la propiedad: 249 m2
Apartamento en alquiler de 3 habitaciones en...,"$ 1,350 Excelente precio","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-de-3-habitaciones-en-z14-amueblado-daa42588/,Dormitorios: 3,Baños: 2.5,Tamaño del lote del Inmueble: 10 m2
"ALQUILO APAARTAMENTO EN ZONA 14, AMUEBLADO","$ 2,000 VENTA $450,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apaartamento-en-zona-14-amueblado-daa42582/,Dormitorios: 4,Baños: 2.5,Tamaño de la propiedad: 249 m2
Amueblado zona 14 1 hab Ideal extranjeros qu...,"$ 1,000 mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/amueblado-zona-14-1-hab-daa42580/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 85 m2
Apartamento en Venta    Edificio Vila Catorc...,"$ 1,200 Nuevo","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-venta-edificio-vila-catorce-zona-14-codigo-7541869-daa42512/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 79 m2
"ALQUILER APARTAMENTO ZONA 14, LAS CONCHAS","$ 2,100 ver detalles","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-apartamento-zona-14-las-conchas-caa13162/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 290 m2
Alquilo apartamento amueblado de 1 dormitori...,"$ 1,500 Incluye mant, más IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-amueblado-de-1-dormitorio-en-zona-14-daa42508/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 111 m2
Se renta apartamento muy centrico en zona 10,$ 790 MAR-1447,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/se-renta-apartamento-muy-centrico-en-zona-10-daa42595/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 90 m2
En renta apartamento moderno en La Villa zon...,"$ 1,300 MAV-1433","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/en-renta-apartamento-moderno-en-la-villa-zona-14-daa42593/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 136 m2
Apartamento en Renta Zona 14 codigo.CA34484,$ 950,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-codigoca34484-caa13201/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 100 m2
"Pacifica Plaza, Zona 14 / 4 Dormitorios","$ 2,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/pacifica-plaza-zona-14-4-dormitorios-caa13200/,Dormitorios: 4,Baños: 2.5,Tamaño de la propiedad: 249 m2
Apartamento en alquiler de 3 habitaciones en...,"$ 1,350 Excelente precio","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-de-3-habitaciones-en-z14-amueblado-daa42588/,Dormitorios: 3,Baños: 2.5,Tamaño del lote del Inmueble: 10 m2
"ALQUILO APAARTAMENTO EN ZONA 14, AMUEBLADO","$ 2,000 VENTA $450,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apaartamento-en-zona-14-amueblado-daa42582/,Dormitorios: 4,Baños: 2.5,Tamaño de la propiedad: 249 m2
Amueblado zona 14 1 hab Ideal extranjeros qu...,"$ 1,000 mant incluido","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/amueblado-zona-14-1-hab-daa42580/,Dormitorios: 1,Baños: 1,Tamaño de la propiedad: 85 m2
Apartamento en Venta    Edificio Vila Catorc...,"$ 1,200 Nuevo","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-venta-edificio-vila-catorce-zona-14-codigo-7541869-daa42512/,Dormitorios: 3,Baños: 2,Tamaño de la propiedad: 79 m2
"ALQUILER APARTAMENTO ZONA 14, LAS CONCHAS","$ 2,100 ver detalles","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-apartamento-zona-14-las-conchas-caa13162/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 290 m2
Alquilo apartamento amueblado de 1 dormitori...,"$ 1,500 Incluye mant, más IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-amueblado-de-1-dormitorio-en-zona-14-daa42508/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 111 m2
Apartamento Santorini,$ 900,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-santorini-caa13153/,Dormitorios: 2,Baños: 2,No especificado
Amplio apartamento amueblado de 4 dormitorio...,"$ 2,000 Incluye mant. más IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/amplio-apartamento-amueblado-de-4-dormitorios-en-zona-14-daa42477/,Dormitorios: 4,Baños: 2.5,Tamaño de la propiedad: 273 m2
"Apartamento amueblado en Casa Rialto, zona 1...","$ 1,500","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-casa-rialto-8/,Dormitorios: 1,Baños: 1.5,Tamaño de la propiedad: 86 m2
Santorini A amueblado,$ 950 mant incluido,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/santorini-a-amueblado-daa42430/,Dormitorios: 2,Baños: 3,Tamaño de la propiedad: 96 m2
"Lindo apartamento en renta en Avenida Tres, ...","$ 1,650 mas iva","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/lindo-apartamento-en-renta-en-avenida-tres-zona-14-daa42427/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 134 m2
Se Renta Apartamento en Terra Delfines Zona ...,$ 800,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/se-renta-apartamento-en-terra-delfines-zona-14-daa42417/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 89 m2
ALQUILER LUJOSO APARTAMENTO EDIFICIO TADEUS ...,"$ 3,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-lujoso-apartamento-edificio-tadeus-zona-14-caa13104/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
"ALQUILER APARTAMENTO ZONA 14, AMUEBLADO","$ 1,225 VER DETALLES","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquiler-apartamento-zona-14-amueblado-daa42367/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 106 m2
Apartamento en Alquiler Edificio Tadeus Zona...,"$ 3,584 Más mantenimiento","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-tadeus-zona-14-codigo-8351689-daa42365/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
Zona 14 • Apartamento en renta • Edificio Pa...,"$ 1,100 2 habitaciones","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/zona-14-apartamento-en-renta-edificio-pacifica-plaza-amueblado-daa42352/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 107 m2
APARTAMENTO EN ZONA 14 EXCLUSIVA  DE 3 HAB A...,"$ 4,300","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-zona-14-exclusiva-de-3-hab-agt901-daa42333/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 405 m2
APARTAMENTO DE 3 HABITACIONES EN RENTA ZONA ...,"$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-3-habitaciones-en-renta-zona-14-cerca-de-la-noria-daa42330/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
APARTAMENTO EN RENTA EN EXCLUSIVO EDIFICIO E...,"$ 3,900","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-en-exclusivo-edificio-en-zona-14-mundo-inmobiliario-daa42322/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
Apartamento en renta zona 14,"$ 1,627 Iva y mto incluidos","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa42312/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 139 m2
Apartamento de lujo en renta zona 14,"$ 4,284 Iva y mto incluidos","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-de-lujo-en-renta-zona-14-daa42307/,Dormitorios: 3,Baños: 3.5,Tamaño de la propiedad: 406 m2
"Hermoso apartamento en alquiler, Edificio At...","$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-attica-ii-zona-14-caa13061/,Dormitorios: 3,Baños: 2.5,No especificado
ALQUILO APARTAMENTO AMUEBLADO  EN ZONA 14,"$ 2,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/alquilo-apartamento-amueblado-en-zona-14-daa42262/,Dormitorios: 3,Baños: 2,No especificado
Apartamento en alquiler zona 14 con muebles ...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-con-muebles-de-3-habitaciones-daa42218/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 210 m2
Apartamento en alquiler zona 14 de 2 dormito...,$ 780,"Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-de-2-dormitorios-daa42215/,Dormitorios: 2,Baños: 1,Tamaño de la propiedad: 82 m2
Apartamento en alquiler amueblado en zona 14,"$ 1,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-amueblado-en-zona-14-daa42206/,Dormitorios: 2,Baños: 2,Tamaño de la propiedad: 129 m2
Moderno Apartamento de 2 dormitorios + cuart...,"$ 1,500 + IVA","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-para-renta-en-zona-14-daa42203/,Dormitorios: 2,Baños: 2.5,Tamaño de la propiedad: 147 m2
Apartamento amueblado en renta y venta zona ...,"$ 2,000","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-y-venta-zona-14-pacifica-plaza-daa42200/,Dormitorios: 4,Baños: 2.5,Tamaño de la propiedad: 249 m2
Atractivo y Amplio Apartemento en Renta en Z...,"$ 3,200 $","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/atractivo-y-amplio-apartemento-en-renta-en-zona-14-daa42164/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 406 m2
Apartamento amueblado en Renta en zona 14 / ...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-en-zona-14-san-patricio-ii-daa42152/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 170 m2
Apartamento en alquiler zona 14 San Patricio...,"$ 2,240","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-san-patricio-2-de-3-habitaciones-daa42145/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 232 m2
"Apartamento Amueblado en alquiler, Edificio ...","$ 1,267","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-alquiler-edificio-vivaldi-zona-14-caa13019/,Dormitorios: 2,No especificado,Tamaño de la propiedad: 106 m2
Apartamento amueblado en Renta en zona 14 / ...,"$ 2,200","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-renta-en-zona-14-san-patricio-ii-daa42152/,Dormitorios: 3,Baños: 2.5,Tamaño de la propiedad: 170 m2
Apartamento en alquiler zona 14 San Patricio...,"$ 2,240","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-en-alquiler-zona-14-san-patricio-2-de-3-habitaciones-daa42145/,Dormitorios: 3,Baños: 3,Tamaño de la propiedad: 232 m2
"Apartamento Amueblado en alquiler, Edificio ...","$ 1,267","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/apartamento-amueblado-en-alquiler-edificio-vivaldi-zona-14-caa13019/,Dormitorios: 2,No especificado,Tamaño de la propiedad: 106 m2
ALQUILER  APARTAMENTO AMUEBLADO VIVALDI,"$ 1,250","Zona 14, *Guatemala, Ciudad",https://mapainmueble.com/properties/hermoso-apartamento-amueblado-daa42143/,Dormitorios: 2,Baños: 1.5,Tamaño de la propiedad: 106 m2
